"","FIPS","est_total","min","max","no.biz","latitude","longitude","Name","State","average_per_business","pop.2019","dollar_per_cap"
"801",19025,14644883.81,11269883.81,18019883.81,393,42.3777437524269,-94.6298555971386,"Calhoun","IA",37264.335394402,9668,1514.7790453041
"802",19027,52077359.02,38702359.02,65452359.02,886,42.0377805361092,-94.8605213791504,"Carroll","IA",58778.0575846501,20165,2582.56181601785
"803",19029,17081229.42,13106229.42,21056229.42,347,41.3327755077685,-94.9276977244263,"Cass","IA",49225.4450144092,12836,1330.72837488314
"804",19031,19944120.97,15194120.97,24694120.97,375,41.7726339344249,-91.1321711825867,"Cedar","IA",53184.3225866667,18627,1070.71031137596
"805",19033,82840947.8,56940947.8,108740947.8,826,43.0810838313494,-93.260763468689,"Cerro Gordo","IA",100291.704358354,42450,1951.49464782097
"806",19035,22280578.79,16230578.79,28330578.79,477,42.735626979877,-95.6238947171783,"Cherokee","IA",46709.8087840671,11235,1983.14007921673
"807",19037,31342004.25,21442004.25,41242004.25,367,43.0601820974939,-92.3179187686824,"Chickasaw","IA",85400.5565395095,11933,2626.49830302522
"808",19039,6299248.93,4624248.93,7974248.93,96,41.0308522351883,-93.7714267047488,"Clarke","IA",65617.1763541667,9395,670.489508249069
"809",19041,36574086.38,26524086.38,46624086.38,513,43.082941457635,-95.1501836310879,"Clay","IA",71294.5153606238,16016,2283.59680194805
"810",19043,34565356.46,24065356.46,45065356.46,425,42.8244324233007,-91.3623166038124,"Clayton","IA",81330.2504941176,17549,1969.64821129409
"811",19045,44732941.48,33557941.48,55907941.48,756,41.8924155040663,-90.3672196973606,"Clinton","IA",59170.5575132275,46429,963.469846001422
"812",19047,23818598.53,16968598.53,30668598.53,443,42.0372153205336,-95.4208974614648,"Crawford","IA",53766.5881038375,16820,1416.08790309156
"813",19049,107621871.81,71946871.81,143296871.81,944,41.6912033224318,-94.0449612927572,"Dallas","IA",114006.220137712,93453,1151.61494879779
"814",19051,8985028.25,6560028.25,11410028.25,133,40.7473933691203,-92.4382446860335,"Davis","IA",67556.6033834586,9000,998.336472222222
"815",19053,9466726.71,6666726.71,12266726.71,103,40.7385537870506,-93.7867252038083,"Decatur","IA",91909.9680582524,7870,1202.88776493011
"816",19055,34131262.84,24756262.84,43506262.84,532,42.4675502927695,-91.3657727488071,"Delaware","IA",64156.5090977444,17011,2006.42306977838
"817",19057,75380679.56,51705679.56,99055679.56,508,40.9396297097455,-91.1945449921875,"Des Moines","IA",148387.164488189,38967,1934.47480072882
"818",19059,33878250.64,26553250.64,41203250.64,683,43.3783362832417,-95.0830548600388,"Dickinson","IA",49602.1239238653,17258,1963.04616062116
"819",19061,216707883.02,147257883.02,286157883.02,1980,42.4707370933824,-90.8932586644193,"Dubuque","IA",109448.425767677,97311,2226.96183391395
"820",19063,10535254.29,8460254.29,12610254.29,267,43.3782959686746,-94.7450573061707,"Emmet","IA",39457.8812359551,9208,1144.14143027802
"821",19065,20267209.17,14392209.17,26142209.17,362,42.9039334180744,-91.8441118874206,"Fayette","IA",55986.7656629834,19650,1031.41013587786
"822",19067,27103168.48,18603168.48,35603168.48,351,43.0602363014161,-92.7705535547935,"Floyd","IA",77217.0042165242,15642,1732.71758598645
"823",19069,19359904.41,14209904.41,24509904.41,345,42.7311084571946,-93.2624191766205,"Franklin","IA",56115.6649565217,10070,1922.53271201589
"824",19071,9508664.42,7033664.42,11983664.42,158,40.7426688610242,-95.595455733812,"Fremont","IA",60181.4203797468,6960,1366.18741666667
"825",19073,15128990.04,10303990.04,19953990.04,229,42.0358772967731,-94.3968727941284,"Greene","IA",66065.4586899563,8888,1702.18159765977
"826",19075,17844645.57,13144645.57,22544645.57,298,42.4232753691217,-92.8228715374507,"Grundy","IA",59881.3609731544,12232,1458.84937622629
"827",19077,10319804.99,7794804.99,12844804.99,232,41.693369823583,-94.5083499325884,"Guthrie","IA",44481.9180603448,10689,965.460285340069
"828",19079,22915300.84,16515300.84,29315300.84,337,42.381873183296,-93.698676312509,"Hamilton","IA",67997.9253412463,14773,1551.16095850538
"829",19081,26631097.22,18331097.22,34931097.22,255,43.0829661348111,-93.7340926090546,"Hancock","IA",104435.675372549,10630,2505.27725493885
"830",19083,29462878.33,21537878.33,37387878.33,481,42.3794441929431,-93.2326043016776,"Hardin","IA",61253.3853014553,16846,1748.9539552416
"831",19085,18953266.62,14353266.62,23553266.62,421,41.6852466020287,-95.8354376965614,"Harrison","IA",45019.6356769596,14049,1349.08296818279
"832",19087,30075879.63,20825879.63,39325879.63,313,41.0192469556599,-91.5445589528808,"Henry","IA",96089.0723003195,19954,1507.26068106645
"833",19089,21141683.52,15016683.52,27266683.52,334,43.3568107098454,-92.3517809027627,"Howard","IA",63298.4536526946,9158,2308.54810220572
"834",19091,22736365.85,15661365.85,29811365.85,281,42.7764611329913,-94.1981849889136,"Humboldt","IA",80912.3339857651,9558,2378.77859907931
"835",19093,22899672.54,16074672.54,29724672.54,287,42.3480458271657,-95.4967050074463,"Ida","IA",79789.7997909408,6860,3338.1446851312
"836",19095,29522434,21372434,37672434,347,41.6848473508196,-92.0670859227487,"Iowa","IA",85079.060518732,16184,1824.17412259021
"837",19097,24233174.96,18283174.96,30183174.96,448,42.1728933772002,-90.5728561799766,"Jackson","IA",54091.9083928571,19439,1246.62662482638
"838",19099,30567167.84,22767167.84,38367167.84,443,41.6857015984555,-93.0844589832918,"Jasper","IA",69000.3788713318,37185,822.029523732688
"839",19101,32602211.42,22352211.42,42852211.42,339,41.0321658993582,-91.9944403122871,"Jefferson","IA",96171.7151032448,18295,1782.02850068325
"840",19103,197729880.07,140979880.07,254479880.07,1964,41.686246258463,-91.6001696191406,"Johnson","IA",100677.128345214,151140,1308.25645143575
"841",19105,23734601.38,17934601.38,29534601.38,429,42.1200640353464,-91.1315421452103,"Jones","IA",55325.4111421911,20681,1147.65250132972
"842",19107,10513089.76,8238089.76,12788089.76,236,41.3365910810825,-92.1783685,"Keokuk","IA",44546.9905084746,10246,1026.06771032598
"843",19109,41426153.26,29551153.26,53301153.26,612,43.2404871633717,-94.20669446875,"Kossuth","IA",67689.7929084967,14813,2796.60792952137
"844",19111,37121565.9,25771565.9,48471565.9,415,40.6693261797772,-91.5281369440334,"Lee","IA",89449.5563855422,33657,1102.93745431857
"845",19113,480542652.32,323792652.32,637292652.32,3171,42.0371372875371,-91.6000619367828,"Linn","IA",151542.93671397,226706,2119.67328751775
"846",19115,7092921.46,5767921.46,8417921.46,139,41.2273935844648,-91.2563578768271,"Louisa","IA",51028.211942446,11035,642.765877661985
"847",19117,6019426.79,4569426.79,7469426.79,117,41.0294653671714,-93.3102566106867,"Lucas","IA",51448.0922222222,8600,699.933347674419
"848",19119,19318670.51,15918670.51,22718670.51,615,43.3788741521209,-96.1578857965987,"Lyon","IA",31412.4723739837,11755,1643.44283368779
"849",19121,22050080.5,16200080.5,27900080.5,273,41.3264794688524,-94.0157090302277,"Madison","IA",80769.5256410256,16338,1349.61932305056
"850",19123,33432575.48,22832575.48,44032575.48,343,41.3342505575266,-92.6408841472168,"Mahaska","IA",97471.0655393586,22095,1513.12855759222
"851",19125,37142116.93,26892116.93,47392116.93,480,41.3331341875651,-93.0995005610962,"Marion","IA",77379.4102708333,33253,1116.95537034253
"852",19127,38031005.95,27156005.95,48906005.95,432,42.0360257807511,-92.9990259638977,"Marshall","IA",88034.7359953704,39369,966.014019914146
"853",19129,16926511.38,12226511.38,21626511.38,242,41.0309156047582,-95.6505132779799,"Mills","IA",69944.2619008264,15109,1120.29329406314
"854",19131,19904680.42,14454680.42,25354680.42,330,43.3565974451665,-92.7517008861505,"Mitchell","IA",60317.2133939394,10586,1880.28343283582
"855",19133,11528875.49,8328875.49,14728875.49,272,42.0376321772716,-95.9070880116139,"Monona","IA",42385.5716544118,8615,1338.23279048172
"856",19135,11733689.22,7658689.22,15808689.22,125,41.0298219855519,-92.8600637006425,"Monroe","IA",93869.51376,7707,1522.4716776956
"857",19137,20279446.45,14929446.45,25629446.45,229,41.0303815035646,-95.2125777458565,"Montgomery","IA",88556.5347161572,9917,2044.91745991731
"858",19139,42733635.55,32358635.55,53108635.55,586,41.4706742220434,-91.1980915122301,"Muscatine","IA",72924.2927474403,42664,1001.6321852147
"859",19141,29662048.15,21312048.15,38012048.15,573,43.0860968674479,-95.6241898514404,"O Brien","IA",51766.2271378709,13753,2156.76929760779
"860",19143,13017543.06,9492543.06,16542543.06,263,43.3785524981176,-95.5548560722427,"Osceola","IA",49496.3614448669,5958,2184.88470292044
"861",19145,15046085.57,11471085.57,18621085.57,293,40.7395703896408,-95.1441144108247,"Page","IA",51351.827883959,15107,995.967801019395
"862",19147,12314500.3,9264500.3,15364500.3,259,43.0811304073421,-94.67808317276,"Palo Alto","IA",47546.3332046332,8886,1385.83167904569
"863",19149,43022449.03,32172449.03,53872449.03,953,42.7358855995034,-96.0978544635441,"Plymouth","IA",45144.2277334732,25177,1708.79965960996
"864",19151,13401099.86,9826099.86,16976099.86,263,42.7324493508325,-94.6785481383667,"Pocahontas","IA",50954.7523193916,6619,2024.64116331772
"865",19153,1073211932.34,723561932.34,1422861932.34,7632,41.6859728289853,-93.5814509728088,"Polk","IA",140620.012099057,490161,2189.5090232393
"866",19155,98985186.14,72485186.14,125485186.14,1264,41.3331708400839,-95.5851287732491,"Pottawattamie","IA",78311.0649841772,93206,1062.00444327618
"867",19157,21487493.64,16537493.64,26437493.64,431,41.6846404322147,-92.5332276612778,"Poweshiek","IA",49854.9736426914,18504,1161.23506485084
"868",19159,6352401.52,4927401.52,7777401.52,134,40.7351187179914,-94.2561070428531,"Ringgold","IA",47405.9814925373,4894,1297.99785860237
"869",19161,12192969.33,10267969.33,14117969.33,412,42.3771452566164,-95.0974607079061,"Sac","IA",29594.5857524272,9721,1254.29167061002
"870",19163,301146368.92,205346368.92,396946368.92,2304,41.6361848050943,-90.6157874016524,"Scott","IA",130705.889288194,172943,1741.30418068381
"871",19165,25588431.27,18313431.27,32863431.27,452,41.6981384001275,-95.3158122838068,"Shelby","IA",56611.5736061947,11454,2234.01704819277
"872",19167,137377287.04,95827287.04,178927287.04,1608,43.0836432766006,-96.1957513226254,"Sioux","IA",85433.6362189055,34855,3941.39397618706
"873",19169,122476297.39,86726297.39,158226297.39,1228,42.036490988204,-93.4653628277097,"Story","IA",99736.3985260586,97117,1261.12109507089
"874",19171,13902350.48,11177350.48,16627350.48,343,42.0530136931037,-92.5325132636566,"Tama","IA",40531.6340524781,16854,824.869495668684
"875",19173,3552758.44,3127758.44,3977758.44,175,40.736091235456,-94.6878109793232,"Taylor","IA",20301.4768,6121,580.421244894625
"876",19175,17801098.06,13601098.06,22001098.06,247,41.0275695414476,-94.2071301719596,"Union","IA",72069.2229149797,12241,1454.21926803366
"877",19177,6212925.01,4887925.01,7537925.01,120,40.752821538171,-91.9832827122697,"Van Buren","IA",51774.3750833333,7044,882.016611300397
"878",19179,37619386.13,26844386.13,48394386.13,420,41.0306918311969,-92.372095836688,"Wapello","IA",89569.9669761905,34969,1075.79244845435
"879",19181,50407768.59,36157768.59,64657768.59,602,41.3366687523287,-93.5592298491821,"Warren","IA",83733.8348671096,51466,979.438242529048
"880",19183,37917260.7,27592260.7,48242260.7,543,41.3379326914913,-91.7157951973877,"Washington","IA",69829.2093922652,21965,1726.25816981562
"881",19185,8274405.52,5649405.52,10899405.52,98,40.739401574668,-93.3470904932425,"Wayne","IA",84432.7093877551,6441,1284.64609843192
"882",19187,57111807.06,40361807.06,73861807.06,689,42.3806543903066,-94.1663743444901,"Webster","IA",82890.8665602322,35904,1590.68090073529
"883",19189,15193787.99,11493787.99,18893787.99,329,43.3776219398261,-93.7985319126133,"Winnebago","IA",46181.7264133739,10354,1467.43171624493
"884",19191,53236293.65,36836293.65,69636293.65,581,43.3013536661179,-91.8425009111328,"Winneshiek","IA",91628.732616179,19991,2663.01303836727
"885",19193,188442267.78,128042267.78,248842267.78,1676,42.3864974035093,-95.9458088366567,"Woodbury","IA",112435.720632458,103107,1827.63796619046
"886",19195,7365920.39,5940920.39,8790920.39,209,43.3774235326718,-93.1936407671572,"Worth","IA",35243.6382296651,7381,997.95696924536
"887",19197,22161910.28,15036910.28,29286910.28,292,42.7347095975974,-93.7351030788116,"Wright","IA",75896.9530136986,12562,1764.20237860213
"888",20001,16121322.17,11821322.17,20421322.17,192,37.8854145710626,-95.2765306385843,"Allen","KS",83965.2196354167,12369,1303.36503921093
"889",20003,7961528.98,5836528.98,10086528.98,123,38.2111077202063,-95.2962188462547,"Anderson","KS",64727.8778861789,7858,1013.174978366
"890",20005,16510240.99,12035240.99,20985240.99,256,39.5362833498819,-95.2659316864018,"Atchison","KS",64493.1288671875,16073,1027.20344615193
"891",20007,7255401.84,5605401.84,8905401.84,168,37.2353719523185,-98.7006625925947,"Barber","KS",43186.9157142857,4427,1638.89808899932
"892",20009,52309421.73,38434421.73,66184421.73,781,38.4808194423454,-98.756705161438,"Barton","KS",66977.4926120358,25779,2029.14859885954
"893",20011,21224190.59,14074190.59,28374190.59,230,37.8560342543504,-94.8462193893348,"Bourbon","KS",92279.0895217391,14534,1460.31309962846
"894",20013,21409314.15,15084314.15,27734314.15,239,39.8254646328119,-95.5642739244079,"Brown","KS",89578.720292887,9564,2238.53138331242
"895",20015,63857546.91,45982546.91,81732546.91,863,37.7341943216153,-96.839121627533,"Butler","KS",73994.8399884125,66911,954.365454260137
"896",20017,1333181.34,1333181.34,1333181.34,44,38.2764127159972,-96.5965354763336,"Chase","KS",30299.5759090909,2648,503.467273413897
"897",20019,2593425.41,1943425.41,3243425.41,48,37.1506166325514,-96.3356647283868,"Chautauqua","KS",54029.6960416667,3250,797.977049230769
"898",20021,22618768.47,14543768.47,30693768.47,201,37.1694163772,-94.8576850337031,"Cherokee","KS",112531.18641791,19939,1134.39833843222
"899",20023,3814775.31,3114775.31,4514775.31,103,39.7859792561592,-101.743362891059,"Cheyenne","KS",37036.6534951456,2657,1435.74531802785
"900",20025,2313551.79,1988551.79,2638551.79,75,37.2192296995996,-99.8178074097061,"Clark","KS",30847.3572,1994,1160.25666499498
"901",20027,11981838.36,8931838.36,15031838.36,262,39.2919580900696,-97.1655328842774,"Clay","KS",45732.207480916,8002,1497.35545613597
"902",20029,12597746.65,9447746.65,15747746.65,273,39.4804199306952,-97.6847739617659,"Cloud","KS",46145.5921245421,8786,1433.84323355338
"903",20031,11574612.39,8349612.39,14799612.39,155,38.2125263120962,-95.7379378829804,"Coffey","KS",74674.9186451613,8179,1415.16229245629
"904",20033,2531223.92,1906223.92,3156223.92,73,37.1915221644666,-99.2424225246781,"Comanche","KS",34674.3002739726,1700,1488.95524705882
"905",20035,26118660.22,19518660.22,32718660.22,436,37.2380516309812,-96.8409088758677,"Cowley","KS",59905.1839908257,34908,748.214169244872
"906",20037,45277511.97,33002511.97,57552511.97,606,37.5073013863696,-94.8773030142906,"Crawford","KS",74715.3662871287,38818,1166.40506904014
"907",20039,3402675.5,2652675.5,4152675.5,93,39.7865130347897,-100.460296868439,"Decatur","KS",36587.9086021505,2827,1203.63477184294
"908",20041,20242234.65,15267234.65,25217234.65,346,38.8424724730378,-97.1479613574829,"Dickinson","KS",58503.5683526011,18466,1096.1894644211
"909",20043,5571523.53,4221523.53,6921523.53,122,39.7685561761841,-95.1892189434509,"Doniphan","KS",45668.2256557377,7600,733.095201315789
"910",20045,175517548.44,126117548.44,224917548.44,1900,38.8768782805688,-95.3231496545656,"Douglas","KS",92377.6570736842,122259,1435.62067774152
"911",20047,5015534.15,4090534.15,5940534.15,131,37.8700891962939,-99.3974980673148,"Edwards","KS",38286.5202290076,2798,1792.54258398856
"912",20049,1389784.03,1064784.03,1714784.03,48,37.4536917779383,-96.2855609574695,"Elk","KS",28953.8339583333,2530,549.321750988142
"913",20051,62484420.73,45934420.73,79034420.73,780,38.9133134346805,-99.317244016571,"Ellis","KS",80108.2317051282,28553,2188.36622176304
"914",20053,9684176.76,6659176.76,12709176.76,140,38.6969980489687,-98.2445254993526,"Ellsworth","KS",69172.6911428571,6102,1587.04961651917
"915",20055,60766602.17,44216602.17,77316602.17,838,38.0832171846208,-100.8714244093,"Finney","KS",72513.845071599,36467,1666.34497408616
"916",20057,41093115.78,30293115.78,51893115.78,569,37.6915039655913,-99.8395920673476,"Ford","KS",72219.8871353251,33619,1222.3182063714
"917",20059,23133290.53,17083290.53,29183290.53,334,38.5638273543184,-95.2868917881677,"Franklin","KS",69261.3488922156,25544,905.625216489195
"918",20061,20825417.15,15200417.15,26450417.15,285,38.9785211487214,-96.7866150029458,"Geary","KS",73071.639122807,31670,657.575533628039
"919",20063,6366862.51,5341862.51,7391862.51,176,38.9167311825385,-100.433223802212,"Gove","KS",36175.3551704545,2636,2415.34996585736
"920",20065,3361984.73,2511984.73,4211984.73,79,39.3510734507358,-99.8829721202698,"Graham","KS",42556.7687341772,2482,1354.54662771958
"921",20067,12545085.87,9520085.87,15570085.87,199,37.561125541898,-101.308263252151,"Grant","KS",63040.6325125628,7150,1754.55746433566
"922",20069,13596311.29,10971311.29,16221311.29,308,37.7250251580255,-100.433579850952,"Gray","KS",44143.8678246753,5988,2270.59306780227
"923",20071,3322075.38,2822075.38,3822075.38,96,38.4898440976881,-101.806090330048,"Greeley","KS",34604.951875,1232,2696.48975649351
"924",20073,5864226.55,4864226.55,6864226.55,161,37.854168354389,-96.2419525244751,"Greenwood","KS",36423.7673913043,5982,980.312027749916
"925",20075,3503646.07,2653646.07,4353646.07,98,38.0407978535042,-101.792941721802,"Hamilton","KS",35751.4905102041,2539,1379.93149665223
"926",20077,12848941.03,8998941.03,16698941.03,153,37.1919534201364,-98.0449710201684,"Harper","KS",83980.0067320261,5436,2363.6756861663
"927",20079,57419040.74,39869040.74,74969040.74,572,38.0433620081354,-97.3194815053183,"Harvey","KS",100382.938356643,34429,1667.75220715095
"928",20081,4706169.95,4206169.95,5206169.95,138,37.5633688407049,-100.871288056549,"Haskell","KS",34102.6807971014,3968,1186.03073336694
"929",20083,2033276.63,1708276.63,2358276.63,74,38.0876147500928,-99.7929625930606,"Hodgeman","KS",27476.7112162162,1794,1133.37604793757
"930",20085,11291421.7,8616421.7,13966421.7,234,39.3938943319784,-95.8119160558471,"Jackson","KS",48253.9388888889,13171,857.294184192544
"931",20087,14044932.48,9869932.48,18219932.48,238,39.224889357871,-95.3848918167572,"Jefferson","KS",59012.3213445378,19043,737.537808118469
"932",20089,2370595.63,1945595.63,2795595.63,89,39.7852205588217,-98.2160700561837,"Jewell","KS",26635.9059550562,2879,823.409388676624
"933",20091,1523035657.56,1029210657.56,2016860657.56,11886,38.8809162483744,-94.7910116032523,"Johnson","KS",128136.939050984,602401,2528.27544701951
"934",20093,9123746.47,6373746.47,11873746.47,115,37.913412664412,-101.322482639496,"Kearny","KS",79336.925826087,3838,2377.21377540386
"935",20095,10034563.29,7409563.29,12659563.29,192,37.5587823598982,-98.1426522721205,"Kingman","KS",52263.35046875,7152,1403.04296560403
"936",20097,3591668.05,2841668.05,4341668.05,100,37.5581890108978,-99.3354652007403,"Kiowa","KS",35916.6805,2475,1451.17901010101
"937",20099,26145132.16,17795132.16,34495132.16,233,37.1858337983393,-95.2977770957031,"Labette","KS",112210.867639485,19618,1332.71139565705
"938",20101,3271993.31,2296993.31,4246993.31,82,38.5031508500917,-100.466777534668,"Lane","KS",39902.3574390244,1535,2131.59173289902
"939",20103,63978334.42,45078334.42,82878334.42,678,39.2520138430134,-95.0330559402923,"Leavenworth","KS",94363.3251032448,81758,782.533017197094
"940",20105,4605909.98,3580909.98,5630909.98,115,39.0450429402684,-98.1757918341167,"Lincoln","KS",40051.3911304348,2962,1554.99999324781
"941",20107,5002518.29,4502518.29,5502518.29,157,38.2133641736525,-94.8363037417636,"Linn","KS",31863.1738216561,9703,515.564082242605
"942",20109,5868649.75,4518649.75,7218649.75,131,38.9179488186431,-101.186901744353,"Logan","KS",44798.8530534351,2794,2100.44729778096
"943",20111,45207351,32082351,58332351,454,38.3344267224079,-96.1528068022461,"Lyon","KS",99575.6629955947,33195,1361.87230004519
"944",20113,81054875.53,55929875.53,106179875.53,775,38.3923764595198,-97.6482761557617,"McPherson","KS",104586.936167742,28542,2839.84568460514
"945",20115,16198957.24,12148957.24,20248957.24,314,38.3763669556915,-97.1115802936172,"Marion","KS",51589.0357961783,11884,1363.08963648603
"946",20117,20128210.68,14978210.68,25278210.68,392,39.7839547622362,-96.5225683463516,"Marshall","KS",51347.4762244898,9707,2073.57687029978
"947",20119,9658753.25,7233753.25,12083753.25,157,37.2348532272831,-100.363219201508,"Meade","KS",61520.7213375796,4033,2394.93013885445
"948",20121,38275155.53,26400155.53,50150155.53,388,38.56383657646,-94.8401119131817,"Miami","KS",98647.3080670103,34237,1117.94711949061
"949",20123,15833153.96,11533153.96,20133153.96,264,39.3933893564221,-98.1670063809971,"Mitchell","KS",59974.068030303,5979,2648.12743937113
"950",20125,32893246.43,23968246.43,41818246.43,407,37.2087751870155,-95.7424244132462,"Montgomery","KS",80818.7872972973,31829,1033.43637657482
"951",20127,7256561.03,5156561.03,9356561.03,128,38.6963625474277,-96.6706239868212,"Morris","KS",56691.883046875,5620,1291.20303024911
"952",20129,4078610.63,3103610.63,5053610.63,89,37.1880966084483,-101.798883890533,"Morton","KS",45827.0857303371,2587,1576.57929261693
"953",20131,40698756.89,27873756.89,53523756.89,391,39.8215748010896,-96.01416962677,"Nemaha","KS",104088.89230179,10231,3977.98425276122
"954",20133,21009017.6,15059017.6,26959017.6,276,37.5573716426194,-95.3068037075195,"Neosho","KS",76119.6289855073,16007,1312.48938589367
"955",20135,6863698.44,5413698.44,8313698.44,164,38.4793052604436,-99.8968506898948,"Ness","KS",41851.8197560976,2750,2495.89034181818
"956",20137,6654506.19,5429506.19,7879506.19,152,39.7894668471243,-99.9036947109985,"Norton","KS",43779.6459868421,5361,1241.28076664801
"957",20139,6593049.95,5218049.95,7968049.95,188,38.6282227336118,-95.7290945483398,"Osage","KS",35069.4146276596,15949,413.383281083454
"958",20141,3793304.06,3168304.06,4418304.06,106,39.3487556218943,-98.7682311690369,"Osborne","KS",35785.8873584906,3421,1108.82901490792
"959",20143,5402122.07,4077122.07,6727122.07,116,39.1324678777116,-97.5958976954356,"Ottawa","KS",46570.0178448276,5704,947.076099228611
"960",20145,6024450.59,4449450.59,7599450.59,139,38.1957140471097,-99.2101071511732,"Pawnee","KS",43341.3711510791,6414,939.265760835672
"961",20147,9944843.77,7519843.77,12369843.77,238,39.7834096143938,-99.3469632874756,"Phillips","KS",41785.0578571429,5234,1900.04657432174
"962",20149,33606447.56,22881447.56,44331447.56,365,39.376562273686,-96.3872418268058,"Pottawatomie","KS",92072.4590684932,24383,1378.27369724808
"963",20151,19388292,13763292,25013292,265,37.6480461904431,-98.7911890014654,"Pratt","KS",73163.3660377358,9164,2115.70187690965
"964",20153,3444191.8,2819191.8,4069191.8,91,39.7856174721684,-101.096539082549,"Rawlins","KS",37848.2615384615,2530,1361.34063241107
"965",20155,105287946.75,75137946.75,135437946.75,1045,37.9537207168451,-98.0440953486526,"Reno","KS",100754.016028708,61998,1698.24747169264
"966",20157,7175149.11,5850149.11,8500149.11,190,39.8279750885466,-97.6253443686256,"Republic","KS",37763.9426842105,4636,1547.70256902502
"967",20159,15109407.72,11459407.72,18759407.72,220,38.3469184095189,-98.1807390006214,"Rice","KS",68679.126,9537,1584.29356401384
"968",20161,104565089.93,74190089.93,134940089.93,1129,39.323803335049,-96.8228732589416,"Riley","KS",92617.4401505757,74232,1408.6255244369
"969",20163,8953453.14,6978453.14,10928453.14,166,39.3481192775414,-99.3250407744293,"Rooks","KS",53936.4646987952,4920,1819.80754878049
"970",20165,3035054.18,2410054.18,3660054.18,94,38.5233184591094,-99.3643216402738,"Rush","KS",32287.8104255319,3036,999.688465085639
"971",20167,10412612.91,8337612.91,12487612.91,228,38.9130979101803,-98.7622584729919,"Russell","KS",45669.3548684211,6856,1518.75917590432
"972",20169,125415269.36,85815269.36,165015269.36,942,38.7837611225409,-97.6499775539364,"Saline","KS",133137.228619958,54224,2312.91069194453
"973",20171,15202969.56,11102969.56,19302969.56,309,38.447932297134,-100.906961268494,"Scott","KS",49200.5487378641,4823,3152.18112378188
"974",20173,1133148597.71,752673597.71,1513623597.71,7577,37.6944987330617,-97.4282697961093,"Sedgwick","KS",149551.088519203,516042,2195.84568254134
"975",20175,21551132.13,16826132.13,26276132.13,365,37.2156695876339,-100.851485499512,"Seward","KS",59044.1976164384,21428,1005.74631930185
"976",20177,261504463.97,181354463.97,341654463.97,2385,39.0107222756611,-95.7648440493997,"Shawnee","KS",109645.477555556,176875,1478.47046767491
"977",20179,3122814.97,2797814.97,3447814.97,127,39.3496527853015,-100.441746651627,"Sheridan","KS",24589.0942519685,2521,1238.72073383578
"978",20181,10494790.01,7994790.01,12994790.01,202,39.3513206748931,-101.762489173268,"Sherman","KS",51954.405990099,5917,1773.66740070982
"979",20183,5469230,4544230,6394230,197,39.7852222369448,-98.7853280811462,"Smith","KS",27762.5888324873,3583,1526.4387384873
"980",20185,4367466.89,3717466.89,5017466.89,166,37.9985237448801,-98.6927384450073,"Stafford","KS",26310.0415060241,4156,1050.88231231954
"981",20187,8589249.09,6289249.09,10889249.09,88,37.56351328065,-101.819309830262,"Stanton","KS",97605.1032954545,2006,4281.77920737787
"982",20189,8243089.17,6468089.17,10018089.17,123,37.1923454578433,-101.31171824472,"Stevens","KS",67016.9851219512,5485,1502.84214585232
"983",20191,14408581.6,10958581.6,17858581.6,331,37.2377139596312,-97.4496730258548,"Sumner","KS",43530.4580060423,22836,630.95908215099
"984",20193,18345892.29,13170892.29,23520892.29,260,39.3508847135,-101.020620236179,"Thomas","KS",70561.1241923077,7777,2358.99347949081
"985",20195,4244430.24,3319430.24,5169430.24,102,38.9131094733715,-99.8729946989376,"Trego","KS",41612.0611764706,2803,1514.24553692472
"986",20197,4132194.66,3182194.66,5082194.66,77,38.9348597360102,-96.1907415443497,"Wabaunsee","KS",53664.8657142857,6931,596.190255374405
"987",20199,2715808.54,2290808.54,3140808.54,88,38.9162061646302,-101.766074275267,"Wallace","KS",30861.4606818182,1518,1789.07018445323
"988",20201,10348471.6,7473471.6,13223471.6,227,39.7859311245899,-97.087623283905,"Washington","KS",45587.9806167401,5406,1914.25667776545
"989",20203,3342088.51,3017088.51,3667088.51,142,38.5054497175381,-101.347487769409,"Wichita","KS",23535.8345774648,2119,1577.20080698443
"990",20205,10255554.32,7430554.32,13080554.32,145,37.5583883640387,-95.7433047356873,"Wilson","KS",70727.9608275862,8525,1202.99757419355
"991",20207,2754618.07,2104618.07,3404618.07,80,37.8865933316,-95.7128429306372,"Woodson","KS",34432.725875,3138,877.826026131294
"992",20209,232490734.22,154340734.22,310640734.22,1509,39.1250337668805,-94.814204965416,"Wyandotte","KS",154069.406375083,165429,1405.38076286504
"993",21001,13843171.72,10243171.72,17443171.72,214,37.0507033609776,-85.3388701665268,"Adair","KY",64687.718317757,19202,720.923430892615
"994",21003,10199190.41,7549190.41,12849190.41,135,36.7582796072625,-86.2052462747456,"Allen","KY",75549.5585925926,21315,478.498259910861
"995",21005,9284214.09,7734214.09,10834214.09,161,38.0285168802167,-84.9651604946919,"Anderson","KY",57665.9260248447,22747,408.151144766343
"996",21007,3871700.24,3346700.24,4396700.24,101,37.0488009273131,-89.0039310870361,"Ballard","KY",38333.6657425743,7888,490.834208924949
"997",21009,45429444.17,31979444.17,58879444.17,534,36.9816432644209,-85.9240066179657,"Barren","KY",85073.8654868914,44249,1026.67730728378
"998",21011,2431359.35,2006359.35,2856359.35,62,38.1056415579674,-83.7165132647275,"Bath","KY",39215.4733870968,12500,194.508748
